Date,User,Rating/Likes,Review
2019-04-11,Drop,1,"hi bianka, thanks for reaching out! unfortunately our service provider plaid was having some unforeseen technical issues with bmo harris bank and decided to temporarily sever its connection with the bank. please keep trying to relink, it may be reconnected! :) - os"
2019-04-11,Tony_pcar968,0,"now 48 hrs later and no response from @bmo about my issue. spoke to someone at their bmo call centre and they promised to have a vp call me today, still waiting. i'll be doing this every day until they respond with a fix and apologize for their poor customer service. https://twitter.com/tonypcar968/status/1116062862978572288 …"
2019-04-11,Andrew Leslie,42,"it was a privilege to co-host the celebration of service reception last evening with @erinotoolemp @leonaalleslev and christine moore to celebrate veterans, while also recognizing canadian employers like @gardaworld, @via_rail, and @bmo for their veteran employment programs. pic.twitter.com/hvyaqu79iz"
2019-04-11,Bioenterprise Canada 🇨🇦,2,"2020 international plowing match & rural expo to be held in lindsay

learn more about the ipm here: http://ow.ly/fhro30oogbt 
@farmtario @cityoflindsay @ipmandre @ontariomutuals @bmo @grainfarmerspic.twitter.com/e04mppzoxm"
2019-04-11,IBM iX,10,"to speed up the #banking experience, we worked with @bmo on an #app that allows customers to research account options, open an account and make transactions, all in just a few minutes. https://ibm.co/2x5atwa pic.twitter.com/eylxdiylyr"
2019-04-11,INVESTMENT20/20,0,"#seeyourfutureinfinance @bmo are looking for six talented young people to join them as their investment20/20 apprentices on a one-year contract. you don’t need a degree to apply – in fact, this opportunity is exclusively for school and college leavers. 

http://ow.ly/okmz50pd6ho pic.twitter.com/aeani2vj2u"
2019-04-11,CAUFP,7,"congratulations to deland kamanga, for being appointed head, global trading products, @bmo capital markets. deland is a senior member and past president of @caufp. he has over 25 years of experience in capital markets. deland embodies #blackexcellence at its finest. #caufp #bmopic.twitter.com/d9o1bxw8op"
2019-04-11,Greedy Trader,0,"td ameritrade network
verified account @tdanetwork 1h1 hour ago
.@bmo capital's brian belski tells @ojrenick a strong q1 is more proof that we're in the ""early stages of a goldilocks-type market scenario""."
2019-04-11,Eric,0,"@bmo on iphone x, getting connection lost with bmo app when used over lte. works fine when used over wifi.  also, getting error 404 when accessing the bmo site in safari over lte. works over wifi."
2019-04-11,The Food Institute,0,".@amazon, @wholefoods market and @lidl could be among the #grocery operators looking to move into old @sears locations, according to a report from @bmo capital markets: http://bit.ly/2uwwcbn pic.twitter.com/rrecrhbskv"
2019-04-11,Structured Credit Investor,0,"#dealinfo: @bmo prepping canadian pacer auto receivables trust 2019-1, its latest prime #autoabs."
2019-04-11,TD Ameritrade Network,10,".@bmo capital's brian belski tells @ojrenick a strong q1 is more proof that we're in the ""early stages of a goldilocks-type market scenario"".

watch to find out why belski believes ""2019 is this generation's 1995"":"
2019-04-11,keith carron,0,"#gfm

n. american markets
.@bmo oil
.@statestreetga .@statestreetetfs .@statestreet gold
.@rbc buffered enhanced notes
.@goldmansachs trigger jump securities
.@citi worst performer securities

.@firstmove .@cnbc .@business

* nvidia tesla k20 - computational finance rated"
2019-04-11,James Burton,0,"https://www.wealthprofessional.ca/the-frontline/beware-emotion-when-dealing-with-clients-cottage-dream-256360.aspx …
@bmo expert on dealing with clients' emotions when buying/selling/transferring their dream family #cottage. #advisors #wealthmanagement #canada @wealthproca"
2019-04-11,Melinda Heinritz,2,"thank you, @bmo, for supporting @mmsdschools and west high and for sponsoring @schoolsmakemsn's circle of friends again this year!https://twitter.com/schoolsmakemsn/status/1116088483456716801 …"
2019-04-11,United Way Niagara,1,"today's focus is on days of caring - over 200 individuals participated in a volunteer day in 2018 donating 1,298 hours of their time.  these projects impacted the lives of thousands (28,639!) in niagara.  thank you for #liftingcommunities #nvw2019 @bmo @niagarafbpic.twitter.com/4yabwvrxhz"
2019-04-11,IIF,2,".@bmo's michelle joliat: “we put the customer at the center of everything that we do and all experiences at bmo…we do this through human-centered design, bringing customers in to see what they need and co-create with them.” #iifpolicysummit"
2019-04-11,Chromatic Raymond,0,"yesterday, on #internationaldayofpink, @bmo donned #pink to complement their corporate #blue as part of their support for #antibullying efforts.pic.twitter.com/pfnpg0le0n"
2019-04-11,IIF,6,"our first #iifpolicysummit panel is underway, discussing trends shaping #financialservices with peter davis @ey_banking, kevin greenfield @usocc, michelle joliat @bmo, andrew kuritzkes @statestreet & daniel moore @scotiabank; iif's @bradjcarr moderatingpic.twitter.com/lsd2qe1vlp"
2019-04-11,TD Ameritrade Network,2,"will the market's strong start to 2019 result in a strong finish? 

brian belski, chief investment strategist, @bmo and @ojrenick discuss at 10:10am et on #morningtradelive:"
2019-04-11,ICRMC,1,do you know which #cyber protection technology is right for your organization? this panel of tech experts will discuss available options & provide a framework for procurement decision-making! #icrmc2019 april 15-16 http://icrmc.com  @airdberlis @bmo @lcbo @pwc_canadapic.twitter.com/zlfdwpv9fk
2019-04-11,Giant Containers,0,"@bmo has officially been containerized. the atm containers are the first of their kind in canada so head on over and withdraw some . @ toronto, ontario https://www.instagram.com/p/bwheh-2gr1k/?igshid=1epdsixkh2b6c …"
2019-04-11,Bruce Hennebury,0,"paid @bmo mc bill online/ontime. typo resulted in being $8 short.interest charged on entire balance, not just the $8. wasn’t big money&they reversed it when i called, said all banks do this. told them that seemed usurious. bet many don’t know this @yvonnecbc. and it’s legal!"
2019-04-11,BuzzwordShop | Domains,0,"@buzzwordshop #new #hot : [ #bigfivebank ]  
available #domains :
http://bigfivebank.com 
http://bigfivebanks.com 
http://bigfivebanking.com  
breaking #news
http://bit.ly/bmobeats 
@ctvnews
@bmo
#buzzwordshop #bank #banks #banking #canada #finance #invest #viral #wordporn #blogpic.twitter.com/edrgqa4enw"
2019-04-11,Jody Lundrigan,6,linkedin’s top companies in canada are also some of @bbbsc’s top supporters! congrats to @rbc @scotiabank @cibc @bmo #thankyou for supporting young people across canada. #mentoringmattershttps://twitter.com/linkedin/status/1113497257838563331 …
2019-04-11,European Pensions,0,congratulations @bmo on being shortlisted for the 2019 #europeanpensionsawards - we look forward to seeing you at the ceremony in june! 
2019-04-11,jennifer doust,19,"celebrating education, partnership and past and present @bmo national scholars #proudtoworkatbmo #uoftpic.twitter.com/kmddbfstm4 – at first canadian place 68th floor"
2019-04-11,DrAbdulla,0,@adil_abdulla i would really appreciate understanding this tension: fiduciary responsibility vs. sales targets. thank you @cibc @rbc @td_canada @scotiabank @bmo https://twitter.com/adil_abdulla/status/1116295474166657025 …
2019-04-11,Joanne Clemente,13,tonight is our big event! check out the amazing artwork in the silent auction which goes live at 5:30 pm est http://www.32auctions.com/artforkidshelpphone2019 … @bmo #bmohelps #proudtoworkatbmo #nacccproud
2019-04-11,Rosemary Torelli,35,proud to be apart of a culture that’s works for all @bmo @dayofpinkto #proudtoworkatbmopic.twitter.com/phwskmybhc
2019-04-11,dorothy minichiello,5,learning about business. getting ready to sell our wares! #staytuned #kinderfun @tlpcanada @bmo pic.twitter.com/4wqkfhjnxi
2019-04-11,B 🌙☁️💙,0,@bmoharrisbank @bmo resolve the technical difficulties you're having with @earnwithdrop asap. i want my points!
2019-04-11,Derek Vernon,11,proud to work for an organization that has diversity and inclusion so engrained in its corporate values. #dayofpink @bmo #proudtoworkatbmo #paymodpic.twitter.com/pxeoslwhyt
2019-04-11,Evanthi Livera,5,international day of pink @bmo so proud to stand beside all of my colleagues to say no to bullying & discrimination. #internationaldayofpink #bmowinnipegmarketpic.twitter.com/2aubaoehgy
2019-04-11,Canada in Dallas,4,our acting consul general @douglasgeorgecg met with brian enzler from @bmo @bmoharrisbank to discuss how this canadian banking leader has grown in dfw.pic.twitter.com/7em2rog23z
2019-04-11,Jeff Scott,2,"my buddy wired a large sum of money 2 weeks ago to @coinsquare. @bmo has just been holding it in a queue because it's crypto related. he paid for that transfer and now they want $300 to send it back or even look at it.

as @apompliano would say, long #bitcoin, short bankers."
2019-04-11,Andrew James,20,"@bmo’s canadian personal & business banking’s customer experience & workforce effectiveness team celebrating diversity! #dayofpink 
#proudtoworkatbmo #engagement #loyaltypic.twitter.com/um16wojfne"
2019-04-11,Ana Fernandes,13,@bmo #nymarket yorkgate team in recognition of #dayofpink #proudtoworkatbmopic.twitter.com/pjompa1b6u
2019-04-11,Pamela Albrecht,0,on the international #dayofpink @bmo @telus and @td_canada all used the words #homophobia and #transphobia. a shame our education minister can't do the same. @lisathompsonmpp #expandyourvocab
2019-04-11,Town of Cobourg,1,civic awards: karen chalovich from @bmo wealth management presents the outstanding senior award to diana storen. ty diana for you continuous volunteerism with the community including your work with student choirs and dog therapy programs. the list goes on! amazing work! pic.twitter.com/1eu5deg5w8
2019-04-11,Omar Abouzaher,26,@bmo was honoured tonight on parliament hill in ottawa to be recognized as a canadian employer with innovative veteran employment programs #proudtoworkatbmo #bmo #canadiandefencebanking @tplfoundation @paullehmann @jsfarrah @vittoriop19pic.twitter.com/wb7sdenpgw – at parliament hill
2019-04-11,Calgary Stampede,12,"we’re on the hunt for some talented kids to be our next @bmo junior reporters! enter the contest by june 3, 2019 and you might get the chance to report on all the exciting events going on during bmo kids’ day at #stampede2019.

learn more: https://www.calgarystampede.com/stampede/contests/bmo-kids-reporter …pic.twitter.com/h3ergbddl0"
2019-04-11,Dan Turner,16,"the @bmo willowbrook branch is decked out in pink for @dayofpink 

today we highlighted our branch as a safe space that promotes diversity and inclusion. everyone is welcome and respected! 
#bmopridebcyukon #dayofpink #proudtoworkatbmo #bmopridepic.twitter.com/4aqfls0qmn – at bmo bank of montreal"
2019-04-10,Pierre Paul-Hus,17,"tks to @erinotoolemp and @tplfoundation for the tribute to @via_rail , @bmo and @gardaworld. these companies are true supporters of our troops. #cdnpolipic.twitter.com/s61jloy5be"
2019-04-10,Nardine Flaro,55,amazing day @bmo celebrating international day of pink. so proud to be working with a company that cares about diversity and inclusion. #proudtoworkatbmo #bmopridepic.twitter.com/15fmqf4cih
2019-04-10,Marlene Teixeira,12,celebrating #internationaldayofpink #beingbmo @bmo cawthra & burnhamthorpe #lovemyjob #proudtoworkatbmohttps://twitter.com/annalitwinski/status/1116070322342699010 …
2019-04-10,Jessie Sun,4,"digital innovation in financial services hosted by @invisionapp tonight! we're currently taking education, inclusion, culture, and a shared language. from product and design leads @rbc @wealthsimple @bmo pic.twitter.com/qaobxbpgfc"
2019-04-10,Luc Blanchet,1,"international day of pink to celebrate diversity and raising awareness to stop homophobia, transphobia, transmisogyny and all forms of bullying @bmo @dayofpink #dayofpink #proudtoworkatbmo #bmopride #saltspringbranchpic.twitter.com/2jrhekjqwb"
2019-04-10,Sam Brennand,7,what a fantastic turnout for tonight’s @invisionapp event on digital innovation in financial services. thanks to @rbc @bmo @wealthsimple! #invisionpic.twitter.com/vjngo1w7vy
2019-04-10,RoyalWinnipegBallet,3,"three weeks until we journey to oz!

canada's royal winnipeg ballet presents the wizard of oz, may 1-5, 2019 at the centennial concert hall.

thank you to our presenting sponsor @bmo.

https://www.rwb.org/whats-on/show/the-wizard-of-oz/ …pic.twitter.com/nvxa3duxd0"
2019-04-10,Broke&Famous,0,"@bmo sends email notifications in french, buddy, i don’t know what the heck you’re trying to say there."
2019-04-10,TD Ameritrade Network,2,"should investors buy the market's strong start to the year?

hear brian belski's stance tomorrow on morning trade live with @ojrenick.

 @bmo capital markets
 10am et
 http://tdameritradenetwork.com pic.twitter.com/k2jfqelqma"
2019-04-10,LandlordRescue,2,@rbc terrible customer service at 2346 yonge street. for many years i have been depositing my company checks into your clients accounts. not today today they want certified checks. ridiculous. 5 of your customers did not get their deposits. @cibc @bmo @scotiabank did.
2019-04-10,"Tradeboi Carti, MBA",0,@bofaml @goldmansachs @bmo @tdbank_us @jpmorgan yes i’m willing to work for you. my cv? no problem here it ispic.twitter.com/zgu5z4yhex
2019-04-10,Gillian Vincent,1,you can support @kidshelpphone by helping me reach my fundraising goal for the #walksokidscantalk presented by @bmo https://secure.e2rm.com/registrant/fundraisingpage.aspx?registrationid=4444531#.xk5plgfta9u.twitter …
2019-04-10,Anna Litwinski,29,#dayofpink at cawthra & burnhamthorpe location @bmo #proudtoworkatbmopic.twitter.com/rimipgkm2h
2019-04-10,Ben Rough,1,"i'm surprised. also, the downtown bmo has been amongst the lowest performing bmo branches in ontario for a very long time. please don't ask me to explain, i'll just post the former branch manger and former assistant branch managers letters of apology to me."
2019-04-10,jeffrey macklin,2,"@bmo is pulling out of @downtownptbo  - wow, that’s a weird move. when the downtown is the centre of commerce."
2019-04-10,Vanessa Laroque,6,@bmo team was out in their pink gear today in edmonton! recognizing international day of pink! @dayofpinkpic.twitter.com/xlj0csv6lt
2019-04-10,Tony_pcar968,0,almost 24 hrs later since my tweet to @bmo and still no response. not the most responsive customer service considering i've been a bmo client for over 40 years. https://twitter.com/tonypcar968/status/1115740228248113158 …
2019-04-10,The Dream Factory,0,"our final round of vip sponsors are a huge reason our annual auction is such a success. they help bring dreams to life for kids right here in our community battling life-threatening illnesses. thanks to electric 2000, @artisreit, @bmo and di-tech restoration for their support! pic.twitter.com/bmm72zlaab"
2019-04-10,Canadian Association of Gift Planners,1,we want to thank @bmo for sponsoring this year's edition of #cagp19 as a gold sponsor.  your support matters to these attendees.pic.twitter.com/qug7phug14
2019-04-10,Blue Line Magazine,1,"what's on for the @bluelineexpo conference side of things?

well, for one thing: @torontopolice det.-sgt. nunzio tramontozzi & @bmo's michael burgess will speak on human and organ trafficking, elder abuse and  illicit fentanyl...

more here: https://www.bluelineexpo.com/conference pic.twitter.com/jempkvyk04"
2019-04-10,Tetiana 😇👸🏼🇨🇦🇺🇸🇺🇦🌊,2,you can support @kidshelpphone by helping me reach my fundraising goal for the #walksokidscantalk presented by @bmo https://secure.e2rm.com/registrant/fundraisingpage.aspx?registrationid=4431588#.xk4ypq0jnss.twitter …
2019-04-10,Adam Jamkhou,26,"proud to join our colleagues @bmo in recognition of international #dayofpink to stand against lgbtq+ bullying, discrimination, homophobia and all other forms of intolerance #proudtoworkatbmo @poliveirarvp @torontojunctionpic.twitter.com/olrzx3pck5"
2019-04-10,Victor Y Wong,0,"#giveusdata #cdnpoli #bcpoli #vanpoli #yvrre
@wengcouver @charliesmithvcr
http://i.huffpost.com/gen/4115650/original.jpg …
^ @bmo's doug porter (the original #bubblehead) skewers various #vanre #bubblehead quotes. how ironic, lol."
2019-04-10,Canadian Association of Gift Planners,5,#cagp19 is finally here!  we would like to recognize and thank our gold sponsors for their support:  @abundancecan @afpquebec @amicus_io @bmo @fondstejustine @acpdp_cagp_mtl @dla_pipercanada @donorperfectpic.twitter.com/0ocw1pqqgg
2019-04-10,Kristianne Caitlin,0,@bmo i've been on hold for close to 30 minutes. are you going to pick up at some point or should i get my phone charger because this is absurd?? pic.twitter.com/oaqs9xkorm
2019-04-10,Lori King,0,"@cibc @rbc @bmo you fund and back companies who's products kill people, why do you punish med pot dispensaries?"
2019-04-10,Blaine Deutscher,0,you never know when life insurance may be needed. there are too many probabilities to not have life insurance. it is fairly inexpensive for an expensive outcome. contact an insurance/investment advisor to find out what you qualify for. @bmo @rbc @joel_sopp @fidelity @sunlifeca
2019-04-10,Patricia Treble,0,hey @bmo the massive screen at your slick new manulife branch is so bright and visually invasive that i got a splitting headache after a few minutes. it looks and feels like a health hazard. pic.twitter.com/o75d3lznl1
2019-04-10,Kavita Khemani,0,"celebrating international day of pink @fcp. proudly led by our bmo ceo - darryl white. 
#proudtoworkatbmo #dayofpink @bmo pic.twitter.com/dzk3f1kj8p"
2019-04-10,James Burton,1,"https://www.wealthprofessional.ca/market-talk/how-couples-can-avoid-financial-conflict-254352.aspx …
@bmo expert on dealing with couples when it comes to #financialplanning #advisor #investment @wealthproca"
2019-04-10,hedonskull,0,@bmo when will online banking functionality be restored?
2019-04-10,NYSE 🏛 We Are Living Tech,6,"these new etns from the @bmo are the next set of microsectors products, allowing traders to gain intraday leveraged or inverse exposure to big us oil https://www.etftrends.com/leveraged-inverse-channel/traders-can-go-big-on-oil-with-these-new-etns/ …"
2019-04-10,Abbie Sizer,21,"a huge thank you to our ottawa hr team & @bmo's office of diversity & inclusion for your generous support in making today possible.

we appreciate your support and commitment to creating an inclusive place to be, for our clients & colleagues. 

#bmopride #dayofpink #dayofpink2019pic.twitter.com/21cha0abr5 – at bmo bank of montreal"
2019-04-10,Naseer Malik,38,"happy international day of pink from the @bmo brandon main office team in brandon, manitoba. #dayofpink #proudtoworkatbmo #bmopic.twitter.com/0lnp36kqxf – at bank of montreal"
2019-04-10,Yaron Vorona,3,"hey #ontario. unscientific flash poll: which financial institution has the best small business #bank account? leave comments below. 
@rbc @bmo @meridiancu @cibc @td_canada @scotiabank @alternasavings @ducacu #creditunions"
2019-04-10,Rodrigo Brido,0,"countdown to our beautiful #bmostackt to open! so excited to share new ways of banking! 

@bmo #bank #stacktmarket #toronto #torontofood #workworkwork #instagood #the6ix #millenials #wereheretohelp #torontowest #gta #financialfreedom #savvy #torontolife #yyz #tdot #lifestylepic.twitter.com/tphouyprqx"
2019-04-10,Catherine Roche,33,"on #dayofpink and every day, @bmo takes a stand against homophobia, transphobia, and all forms of bullying and discrimination so members of all communities feel safe and able to be their authentic selves. #proudtoworkatbmo #bmopridepic.twitter.com/bdgxr0fmib"
2019-04-10,Rob Bourgeois,61,our most unique @bmo location yet! #bmostackt come check us out pic.twitter.com/0qcbtqlbnt
2019-04-10,Tom Edwards,1,lip service. the anti-bullying and inclusiveness purported here is not making it down the corporate ladder. i know one bmo site first hand is full of toxic masculinity and bullying of employees by their local leadership.
2019-04-10,Rideau Hall Fdn,4,and thank you to our lead supporter @bmo whose support is bringing #pitchatpalace to canada for the very first time.
2019-04-10,Robert Kiricsi,30,raising awareness for #internationaldayofpink @bmo @bmofr quebec regional office!  all together...no negativity....one bank....one team!! ´celebrate our allies’ as we all have a role to play!!!#proudtoworkatbmopic.twitter.com/al6byomx8s
2019-04-10,Sarah Traynor,0,"@bmo i have a new e-doc from bmo in my investorline account, but it doesn’t look like it’s accessible from the investorline app. can you assist/point me in the right direction on where in the app i can view mail?"
2019-04-10,Cameron Fowler,173,"in recognition of #dayofpink, thousands of @bmo employees will join me in wearing pink to symbolize a stand against bullying and discrimination towards the lgbtq+ community. #proudtoworkatbmo #bmopridepic.twitter.com/azxntjviwi"
2019-04-10,🔹Dr. Robin Kiera🔹,2,"here our overview of the top 100 digital banks. congrats to all. http://bit.ly/2dkeoom 
@cibc @fifththird @usaa @albankaldawli @usbank @askregions @syariahmandiri @bancopichincha @bmo @deutschebank
#fintech #ai #cloud #vr

teampic.twitter.com/79zdkwh5lg"
2019-04-10,YWCA Toronto,3,"today we are recognizing the volunteers who facilitated meaningful workshops at our employment centres this past year. @deloittecanada, @rbc, @sunlifeca, @ubs_canada, @bmo, @loyaltyone, @enbridge, @bainalerts, @homedepotcanada, thank you for empowering women & girls! #nvw2019pic.twitter.com/xuk1cbxmpd"
2019-04-10,Peter Gray,1,"thank you @nbmbaamilwaukee officers cecily keys-kelly, mba, @thebelievecoach, @carladtweets for inviting @qtigroup to present, and thank you anthony hudson and @bmo for hosting! https://lnkd.in/dte7amz "
2019-04-10,INVESTMENT20/20,0,"#seeyourfutureinfinance @bmo are looking for six talented young people to join them as their investment20/20 apprentices on a one-year contract. you don’t need a degree to apply – in fact, this opportunity is exclusively for school and college leavers.

http://ow.ly/okmz50pd6ho pic.twitter.com/0fi1soxsho"
2019-04-10,Josiepine,1,"we all need help at some point in our lives. help me support @kidshelpphone by helping me reach my fundraising goal for the #walksokidscantalk presented by @bmo
http://secure.e2rm.com/registrant/mobile/mobilegetsponsors.aspx?tt=true&eventid=250875&langpref=en-ca …
#mentalhealth #walksokidscantalk #kidshelpphone"
2019-04-10,Sherry Vicze,4,i love the little mini bmo bear!!
2019-04-10,Dan Dolan,0,@bmo  i have a question about what id is needed for changing some information on one’s account. please dm me for more information.
2019-04-10,Frank D'Amico,8,"thank you @bmo for the cute teddy bear banks, my babies love them, and it’s teaching them to save money early. pic.twitter.com/bnjqvjtymy"
2019-04-10,Jodi Kovitz,2,thank you @jrotenb @bmo for this powerful piece and for being a fantastic partner @lauramreinholz #movethedial
2019-04-10,Lisa Durnford,8,had a great time at tonight’s event hosted by @bmo capital markets and @cfainstitute featuring deland kamanga from bmo and moderated by @camillasutton of women in capital markets. thanks for hosting this conversation!pic.twitter.com/6wvnuirwym – at tmx gallery
2019-04-10,Pablo,0,send help please @bmo pic.twitter.com/isz5v8z0gm
2019-04-09,Tony_pcar968,0,"you know @bmo i am still waiting for a response on my latest tweet and dm to you regarding the erroneous data on your bmorewards website causing your customers wasted hours, additional costs and frustration when trying to book flights. are you going to respond? https://twitter.com/bmo/status/1114176345272139776 …"
2019-04-09,#movethedial,10,"""do not underestimate the impact of your own voice and actions – regardless of your gender, age, role or experience. ""

thank you to @jrotenb of @bmo, one of our incredible founding partners, for this linkedin piece on how we begin to #movethedial.https://buff.ly/2gbok9o "
2019-04-09,Rideau Hall Fdn,6,thank you to @lgtommolloy for hosting us today! well done to all the #entrepreneurs who have taken part! we are leaving regina #inspired. @bmo
2019-04-09,KGMS,4,"""i am proud of myself because i can read now!"" - #kgmsbestofme

the countdown is on for our gala. thank you to our gold sponsors:

nemetz consulting engineers, 123west, @ledcorgroup, vertex one asset management, @bmo & @purepharmacy, 

we are extremely grateful for the support!pic.twitter.com/omjfz3oiyq"
2019-04-09,Tony_pcar968,0,@bmo what happened to the call back you promised for this week? the website is still showing erroneous information with airline carriers that can't be booked. wasted time and effort thanks to your website. how much longer before you fix it??or do i go to rbc avion? https://twitter.com/tonypcar968/status/1114174072437473280 …
2019-04-09,Roman Tranin,0,"@bmo hello, is http://bmo.com  down?"
2019-04-09,Susie Konkle,0,i had almost the same thoughts when i seen @philperkinschch @bmo upper james this winter
2019-04-09,Joanne Clemente,0,a whirlwind trip but so great to meet with our new teams in person! @bmo #proudtoworkatbmo https://www.instagram.com/p/bwc_kovgkcueof8d0y2gnragmwhqjla9sjv33y0/?utm_source=ig_twitter_share&igshid=ltgx3c97lfw8 …
2019-04-09,Barbara Gibbon,11,it’s a full house in #regina for @pitchatpalace with @rideauhallfdn and @bmo listening to these amazing #entrepreneurs.pic.twitter.com/mmwy6cg1kb
2019-04-09,Colin McGuire,0,@bmo you should probably fix the fact your app now locks customers from accounts if they deny camera and photo gallery access. your app does not require either. just makes your company look worse than usual
2019-04-09,Rideau Hall Fdn,12,"we’re pleased to have @tbeaudrymellor, minister for innovation saskatchewan, here with us at #pitchatpalace in regina today to speak to our entrepreneurs. @bmo pic.twitter.com/q2n4p9qrfp"
2019-04-09,Victor Y Wong,0,"#giveusdata #cdnpoli #bcpoli #vanpoli #yvrre #vanre
@wengcouver @charliesmithvcr
#bubblehead @bmo/2017: toronto #housingbubble has 24 months to livehttps://www.huffingtonpost.ca/2017/03/13/toronto-housing-bubble-24-months_n_15335246.html …"
2019-04-09,Victor Y Wong,0,"#giveusdata #cdnpoli #bcpoli #vanpoli #yvrre
@wengcouver @charliesmithvcr
@bmo's doug porter (the original #bubblehead) skewers various #vanre #bubblehead quotes, lol:
http://i.huffpost.com/gen/4115650/original.jpg …"
2019-04-09,Barbara Gibbon,15,excited to be underway with our prairies event for #pitchatpalace canada. there’s a buzz in the air about #cdninnovation! @rideauhallfdn @bmo @globalreginapic.twitter.com/qwbdqlsijj
2019-04-09,Rideau Hall Fdn,13,today is the day! we are in #regina for @pitchatpalace canada on tour prairies! good luck to all the entrepreneurs pitching today! #pitchatpalace #itsyourtime @bmo
2019-04-09,April Dunford,3,". @bmo has this slogan ""here for life's small moments"" - like when you're at the airport and are told (with sass, after holding an hour) that nope, you cannot activate the only card in your wallet.  #smallmomentsthstsuck #hopetheytakecash"
2019-04-09,Jeramey Jannene,13,"this is coming back with a ""fear the deer"" twist on thursday night. @bmo will brand its downtown office tower with @bucks branding. get ready for the nba playoffs.https://twitter.com/jimmycarlton88/status/790738721716994049 …"
2019-04-09,Richard Bush,0,dan salmon @bmo has been including “trade promotion” in his report for a while now.
2019-04-09,Toronto Finance International,1,"member event: join us on may 2 for an interactive presentation of real-world examples of #upskilling in action with three dynamic leaders - gina jeneroux of @bmo, alan richardson of @rbc, and helen peng of @sunlife. event details: https://tfi.ca/events/future-proof-skills-upskilling-in-action-tfi-member-event …pic.twitter.com/wi2gspmk5d"
2019-04-09,Los Guerreros,1,you can support @kidshelpphone by helping me reach my fundraising goal for the #walksokidscantalk presented by @bmo https://secure.e2rm.com/registrant/fundraisingpage.aspx?registrationid=4443145#.xkykab11-d0.twitter …
2019-04-09,Michael Polanyi,3,"hey @rbc, @td_canada, @cibc, @bmo and @scotiabank: if @hsbc, @ing_news and @bnpparibas can divest from #fossilfuels to prevent a #climateemergency for our children, why can't you? https://www.theglobeandmail.com/business/industry-news/energy-and-resources/article-hsbc-to-stop-funding-most-new-fossil-fuel-developments/ … #fossilbanksnothanks"
2019-04-09,J. Decker,0,releasing the inner beast and wally world . fun times with my little hero . can’t wait till spring season starts this saturday @bmo rink in bedford #hockeywarrior #favoritehockeyplayer @warriorhockeypic.twitter.com/emvtcxhi0s
2019-04-09,Eleonore Jarry,11,great data on canadian immigration following the us 2016 election  @bmo pic.twitter.com/wtxyi7td7g – at first canadian place
2019-04-09,Macalester Career Exploration,0,"already looking ahead to summer 2020? 

stop by the theater building today to chat with representatives from @bmo! learn about the internship opportunities they have in the minnesota office.

don't forget to register!  http://ow.ly/yxx150olqlw 
read lesspic.twitter.com/8y4cwdphnq"
2019-04-09,Canadian Franchise Association,0,our buffet breakfast is open in the marketplace! thanks @bmo for sponsoring! #cfa2019 #cfagrowingtogether
2019-04-09,🍁🌲minimistickmuffin🌲🍁,0,"@bmo this is absoulty ridiculous!! $30 monthly fee but if you have $6000  #bmo won't charge you... again sticking it to the poor!
@ombudsmanto
#investigate bank feespic.twitter.com/fr1htjkp1j"
2019-04-09,Troy Wiseman,2,you can support @kidshelpphone by helping me reach my fundraising goal for the #walksokidscantalk presented by @bmo https://secure.e2rm.com/registrant/fundraisingpage.aspx?registrationid=4427321#.xkx3suok0zq.twitter …
2019-04-09,IronChefGermany,2,"if  you you are a fan of #eating or #aquaponics, & haven't checked out garden city aquaponics, u should definitely go see. these folks know their stuff. can't have chefs without famers. thanks 2 @bmo for supporting the little guy!
http://facebook.com/gardencityaquaponicsinc … #newways #nouvellesfaçonspic.twitter.com/scix6rmyiv"
2019-04-09,Jamie Rosen,1,you can support @kidshelpphone by helping me reach my fundraising goal for the #walksokidscantalk presented by @bmo https://secure.e2rm.com/registrant/fundraisingpage.aspx?registrationid=4442882#.xkvnsrskrbc.twitter …
2019-04-09,Jen Kuntz 🇨🇦,2,"so i walk downtown #cbridge to #blackbadger for 2-for-1 wing night. sign on door says cash only, machines are down. (bummer) walk to @scotiabank. sign on door has “hours” that the atm is available. lol. seriously? go to @bmo’s atm, charged $3 for cash wd. #smh"
2019-04-08,Lynn Nicol,0,@bmo not happy with your customer service. amir is a rude ahole and should not be dealing with customers. sick of this crap.
2019-04-08,chris,2,you can support @kidshelpphone by helping me reach my fundraising goal for the #walksokidscantalk presented by @bmo https://secure.e2rm.com/registrant/fundraisingpage.aspx?registrationid=4442796#.xkvkqhs_j10.twitter …
2019-04-08,Rideau Hall Fdn,26,the stage is set! we are ready to welcome the 15 entrepreneurs participating in #pitchatpalace canada in #regina tomorrow. @bmo pic.twitter.com/kx1ehgehtc
2019-04-08,Patty Handysides,0,"it's tax time and if you're getting a refund this year what is the best way to use it, a vacation or an investment?  we'll find out. @bmo 
listen here at 4:20  
http://www.iheartradio.ca/am800?autoplay=1.1748030 …"
2019-04-08,Oscar Neira,14,"see how @bmo supports #commercial clients through the #payments setup process to #iso20022
http://bit.ly/2tdzbac   - @xmldation @api_lifecycle / @paymentscanada @bwwagle
#fintech #insurtech #wealthtech #openbanking #cybersecurity #businesscontinuity
@jleppalapic.twitter.com/fwiku6imz0"
